"Actual","Predicted","_defaultColorIndex","id","nPredictions","name"
"4","3","2","b2tyw5qi","60","hl256-128-64_bs64_lr0.001_optadam"
"4","4","2","b2tyw5qi","763","hl256-128-64_bs64_lr0.001_optadam"
"4","5","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"4","6","2","b2tyw5qi","103","hl256-128-64_bs64_lr0.001_optadam"
"4","7","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"4","8","2","b2tyw5qi","6","hl256-128-64_bs64_lr0.001_optadam"
"4","9","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"5","0","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"5","1","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"5","2","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"5","3","2","b2tyw5qi","1","hl256-128-64_bs64_lr0.001_optadam"
"5","4","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"5","5","2","b2tyw5qi","920","hl256-128-64_bs64_lr0.001_optadam"
"5","6","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"5","7","2","b2tyw5qi","38","hl256-128-64_bs64_lr0.001_optadam"
"5","8","2","b2tyw5qi","1","hl256-128-64_bs64_lr0.001_optadam"
"5","9","2","b2tyw5qi","40","hl256-128-64_bs64_lr0.001_optadam"
"6","0","2","b2tyw5qi","101","hl256-128-64_bs64_lr0.001_optadam"
"6","1","2","b2tyw5qi","3","hl256-128-64_bs64_lr0.001_optadam"
"6","2","2","b2tyw5qi","86","hl256-128-64_bs64_lr0.001_optadam"
"6","3","2","b2tyw5qi","101","hl256-128-64_bs64_lr0.001_optadam"
"6","4","2","b2tyw5qi","88","hl256-128-64_bs64_lr0.001_optadam"
"6","5","2","b2tyw5qi","1","hl256-128-64_bs64_lr0.001_optadam"
"6","6","2","b2tyw5qi","594","hl256-128-64_bs64_lr0.001_optadam"
"6","7","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"6","8","2","b2tyw5qi","26","hl256-128-64_bs64_lr0.001_optadam"
"6","9","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"7","0","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"7","1","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"7","2","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"7","3","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"7","4","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"7","5","2","b2tyw5qi","51","hl256-128-64_bs64_lr0.001_optadam"
"7","6","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"7","7","2","b2tyw5qi","890","hl256-128-64_bs64_lr0.001_optadam"
"7","8","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"7","9","2","b2tyw5qi","59","hl256-128-64_bs64_lr0.001_optadam"
"8","0","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"8","1","2","b2tyw5qi","1","hl256-128-64_bs64_lr0.001_optadam"
"8","2","2","b2tyw5qi","11","hl256-128-64_bs64_lr0.001_optadam"
"8","3","2","b2tyw5qi","23","hl256-128-64_bs64_lr0.001_optadam"
"8","4","2","b2tyw5qi","3","hl256-128-64_bs64_lr0.001_optadam"
"8","5","2","b2tyw5qi","15","hl256-128-64_bs64_lr0.001_optadam"
"8","6","2","b2tyw5qi","18","hl256-128-64_bs64_lr0.001_optadam"
"8","7","2","b2tyw5qi","5","hl256-128-64_bs64_lr0.001_optadam"
"8","8","2","b2tyw5qi","922","hl256-128-64_bs64_lr0.001_optadam"
"8","9","2","b2tyw5qi","2","hl256-128-64_bs64_lr0.001_optadam"
"9","0","2","b2tyw5qi","2","hl256-128-64_bs64_lr0.001_optadam"
"9","1","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"9","2","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"9","3","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"9","4","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"9","5","2","b2tyw5qi","18","hl256-128-64_bs64_lr0.001_optadam"
"9","6","2","b2tyw5qi","0","hl256-128-64_bs64_lr0.001_optadam"
"9","7","2","b2tyw5qi","43","hl256-128-64_bs64_lr0.001_optadam"
"9","8","2","b2tyw5qi","1","hl256-128-64_bs64_lr0.001_optadam"
"9","9","2","b2tyw5qi","936","hl256-128-64_bs64_lr0.001_optadam"
"0","0","1","r6tvbczq","885","hl256-128-64_bs64_lr0.001_optadam"
"0","1","1","r6tvbczq","1","hl256-128-64_bs64_lr0.001_optadam"
"0","2","1","r6tvbczq","22","hl256-128-64_bs64_lr0.001_optadam"
"0","3","1","r6tvbczq","9","hl256-128-64_bs64_lr0.001_optadam"
"0","4","1","r6tvbczq","12","hl256-128-64_bs64_lr0.001_optadam"
"0","5","1","r6tvbczq","4","hl256-128-64_bs64_lr0.001_optadam"
"0","6","1","r6tvbczq","60","hl256-128-64_bs64_lr0.001_optadam"
"0","7","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"0","8","1","r6tvbczq","7","hl256-128-64_bs64_lr0.001_optadam"
"0","9","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"1","0","1","r6tvbczq","3","hl256-128-64_bs64_lr0.001_optadam"
"1","1","1","r6tvbczq","972","hl256-128-64_bs64_lr0.001_optadam"
"1","2","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"1","3","1","r6tvbczq","18","hl256-128-64_bs64_lr0.001_optadam"
"1","4","1","r6tvbczq","3","hl256-128-64_bs64_lr0.001_optadam"
"1","5","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"1","6","1","r6tvbczq","4","hl256-128-64_bs64_lr0.001_optadam"
"1","7","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"1","8","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"1","9","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"2","0","1","r6tvbczq","17","hl256-128-64_bs64_lr0.001_optadam"
"2","1","1","r6tvbczq","1","hl256-128-64_bs64_lr0.001_optadam"
"2","2","1","r6tvbczq","746","hl256-128-64_bs64_lr0.001_optadam"
"2","3","1","r6tvbczq","5","hl256-128-64_bs64_lr0.001_optadam"
"2","4","1","r6tvbczq","182","hl256-128-64_bs64_lr0.001_optadam"
"2","5","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"2","6","1","r6tvbczq","48","hl256-128-64_bs64_lr0.001_optadam"
"2","7","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"2","8","1","r6tvbczq","1","hl256-128-64_bs64_lr0.001_optadam"
"2","9","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"3","0","1","r6tvbczq","35","hl256-128-64_bs64_lr0.001_optadam"
"3","1","1","r6tvbczq","12","hl256-128-64_bs64_lr0.001_optadam"
"3","2","1","r6tvbczq","13","hl256-128-64_bs64_lr0.001_optadam"
"3","3","1","r6tvbczq","827","hl256-128-64_bs64_lr0.001_optadam"
"3","4","1","r6tvbczq","85","hl256-128-64_bs64_lr0.001_optadam"
"3","5","1","r6tvbczq","2","hl256-128-64_bs64_lr0.001_optadam"
"3","6","1","r6tvbczq","24","hl256-128-64_bs64_lr0.001_optadam"
"3","7","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"3","8","1","r6tvbczq","2","hl256-128-64_bs64_lr0.001_optadam"
"3","9","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"4","0","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"4","1","1","r6tvbczq","1","hl256-128-64_bs64_lr0.001_optadam"
"4","2","1","r6tvbczq","51","hl256-128-64_bs64_lr0.001_optadam"
"4","3","1","r6tvbczq","11","hl256-128-64_bs64_lr0.001_optadam"
"4","4","1","r6tvbczq","908","hl256-128-64_bs64_lr0.001_optadam"
"4","5","1","r6tvbczq","0","hl256-128-64_bs64_lr0.001_optadam"
"4","6","1","r6tvbczq","29","hl256-128-64_bs64_lr0.001_optadam"
